Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,momentum_252d,future_return_20d
2021-02-25 00:00:00-05:00,121.22143247515002,122.95205487892161,117.19627482972935,117.6337890625,148199500,0.0,0.0,0.6665349089353034,-0.0033059644727994053
2021-02-26 00:00:00-05:00,119.18940971098537,121.38672049171518,117.83796822554648,117.89630889892578,164560400,0.0,0.0,0.7870716431283995,-0.0004124790775585918
2021-03-01 00:00:00-05:00,120.31724465842385,124.38129410804099,119.38387540817448,124.24517822265625,116307900,0.0,0.0,0.8844098187027836,-0.05008221030018667
2021-03-02 00:00:00-05:00,124.84797657824923,125.14937496490815,121.54228933610958,121.64923858642578,102260900,0.0,0.0,0.6878936613196829,-0.0417199729391553
2021-03-03 00:00:00-05:00,121.34785010485119,122.2228861788261,118.46023476961403,118.67413330078125,112966300,0.0,0.0,0.700624923946759,0.0007371974385361746
2021-03-04 00:00:00-05:00,118.37274110249548,120.171421927277,115.32956775933026,116.79767608642578,178155000,0.0,0.0,0.5995407077747732,0.02389047420439283
2021-03-05 00:00:00-05:00,117.62406745905575,118.55743656088569,114.30865590625393,118.0518569946289,153766600,0.0,0.0,0.6709159227615842,0.03689673555590267
2021-03-08 00:00:00-05:00,117.57546286579684,117.6435208042625,112.98639210708664,113.13223266601562,154376600,0.0,0.0,0.6228348019882273,0.08465109140067595
2021-03-09 00:00:00-05:00,115.72817134912674,118.67411961018901,115.4948308955723,117.73102569580078,129525800,0.0,0.0,0.8338445818707132,0.05623928755956831
2021-03-10 00:00:00-05:00,118.31438187621302,118.7810627593394,116.13651302909358,116.65181732177734,111943300,0.0,0.0,0.6949609737836102,0.0865144818564183
2021-03-11 00:00:00-05:00,119.14080190524842,119.79221465640565,117.89630965893046,118.57688903808594,103026500,0.0,0.0,0.7849234183464757,0.09052142855764123
2021-03-12 00:00:00-05:00,117.06016987865702,117.80880722667213,115.8545688924242,117.67269134521484,88105100,0.0,0.0,0.9654058337029823,0.08435925606189731
2021-03-15 00:00:00-04:00,118.0421413761026,120.56029230814386,117.07959821769512,120.55056762695312,92403800,0.0,0.0,0.79805112555118,0.08420039891640951
2021-03-16 00:00:00-04:00,122.21312976850402,123.69096973595795,121.26031872689654,122.08673858642578,115227900,0.0,0.0,1.0898120871788866,0.051445139913360416
2021-03-17 00:00:00-04:00,120.60891318675553,122.36870224795845,118.9463412703685,121.2992172241211,111932600,0.0,0.0,0.988880783411519,0.07806958845220469
2021-03-18 00:00:00-04:00,119.47136458953443,119.76304569936237,116.98238014530207,117.18655395507812,121229700,0.0,0.0,0.9696649907494885,0.1130838556248761
2021-03-19 00:00:00-04:00,116.57404490821733,118.06160240727854,116.3601463939911,116.66154479980469,185549500,0.0,0.0,0.9759803894013395,0.12376001091356503
2021-03-22 00:00:00-04:00,116.99210932461362,120.4339124312078,116.92405138540522,119.96722412109375,111912300,0.0,0.0,1.1697167349402786,0.07877492377424455
2021-03-23 00:00:00-04:00,119.90887946918929,120.79363259482143,118.75188719483505,119.14079284667969,95467100,0.0,0.0,1.2015397081229948,0.08944019161858252
2021-03-24 00:00:00-04:00,119.41304074611715,119.49082337056949,116.73932422708299,116.7587661743164,88530500,0.0,0.0,0.9608050524429785,0.09867591752508598
2021-03-25 00:00:00-04:00,116.22402681020739,118.28522184257633,115.69900522410137,117.2448959350586,98844700,0.0,0.0,0.9798754513010954,0.11385706076379387
2021-03-26 00:00:00-04:00,117.01153462244342,118.11019359332141,115.62120198978319,117.8476791381836,94071200,0.0,0.0,0.8905671457505437,0.11145978342969043
2021-03-29 00:00:00-04:00,118.275494892758,119.17969748186921,117.381016985914,118.022705078125,80819200,0.0,0.0,0.975151188173152,0.1070927307667644
2021-03-30 00:00:00-04:00,116.7782094597697,117.06016589541106,115.56288383257017,116.57403564453125,85671900,0.0,0.0,0.8967765978193687,0.11409532401126943
2021-03-31 00:00:00-04:00,118.27548932601961,120.09361168317854,117.78935908416811,118.7616195678711,118323800,0.0,0.0,0.9363222433107712,0.09275466017247624
2021-04-01 00:00:00-04:00,120.22972337194014,120.73529551085936,119.0921730782952,119.58802795410156,75089100,0.0,0.0,1.0580870421981161,0.06878083722741479
2021-04-05 00:00:00-04:00,120.43389773016308,122.66037492357067,119.65608644750468,122.40758514404297,88651200,0.0,0.0,1.0720354948377033,0.05274046888076178
2021-04-06 00:00:00-04:00,122.99095607539735,123.60347753407522,122.16453611496429,122.70899963378906,80171300,0.0,0.0,1.1074242033142339,0.0129943245695614
2021-04-07 00:00:00-04:00,122.33955551914583,124.37157665316347,121.66869331807787,124.35213470458984,83466700,0.0,0.0,0.9642838161746301,0.0015637689555909606
2021-04-08 00:00:00-04:00,125.37299788690146,126.77305548532095,124.9549329616751,126.74388885498047,88844600,0.0,0.0,1.0255255917982953,-0.004756035713909479
2021-04-09 00:00:00-04:00,126.19940798905769,129.34952231767917,125.87856026382458,129.31063842773438,106686700,0.0,0.0,1.0149730209573073,-0.019314114268897398
2021-04-12 00:00:00-04:00,128.84396428623276,129.16481202818863,127.0063925535893,127.59947204589844,91420000,0.0,0.0,0.97406303015109,-0.03180848848991058
2021-04-13 00:00:00-04:00,128.76618458654,130.9246041100814,128.27032223067465,130.7009735107422,91266500,0.0,0.0,0.9831221069259672,-0.06178771201474176
2021-04-14 00:00:00-04:00,131.19678856502676,131.25512180103408,128.00777642218338,128.3675079345703,87222800,0.0,0.0,0.8540795205003047,-0.06855569316507804
2021-04-15 00:00:00-04:00,130.107867375951,131.25512729346974,129.93285282509277,130.7689971923828,89347100,0.0,0.0,0.9061639717783505,-0.06927662376895793
2021-04-16 00:00:00-04:00,130.57457716887737,130.9343087763494,129.5828673880838,130.43846130371094,84922400,0.0,0.0,0.8863569260671367,-0.04840131182213314
2021-04-19 00:00:00-04:00,129.80647084298718,131.71210761044756,129.64118836775324,131.09957885742188,94264200,0.0,0.0,0.9219974878165815,-0.06196607160689882
2021-04-20 00:00:00-04:00,131.2746547075029,131.77050236465828,128.15369107517074,129.41763305664062,94812300,0.0,0.0,0.9375555976908825,-0.060461080415595614
2021-04-21 00:00:00-04:00,128.6883918850069,130.03983329744375,127.65779819666872,129.79676818847656,68847100,0.0,0.0,1.005214373330508,-0.06440597806747206
2021-04-22 00:00:00-04:00,129.34952213608938,130.42873181562496,127.7647477103965,128.28004455566406,84566500,0.0,0.0,0.9262985189979123,-0.03345263526261155
2021-04-23 00:00:00-04:00,128.4939686507075,131.37185181275385,128.4939686507075,130.59405517578125,78657500,0.0,0.0,0.9686750485405404,-0.06459931820720466
2021-04-26 00:00:00-04:00,131.08990519751984,131.31352099303626,129.85513001828372,130.9829559326172,66905100,0.0,0.0,0.9191339404335328,-0.054959291592513115
2021-04-27 00:00:00-04:00,131.26487557787047,131.6537886519638,130.38984712331498,130.66207885742188,66015800,0.0,0.0,0.9130799038887951,-0.05412918497688324
2021-04-28 00:00:00-04:00,130.58433418027712,131.27464581514576,129.38845765548453,129.8745880126953,107760100,0.0,0.0,0.9328808231523462,-0.04876906561634953
2021-04-29 00:00:00-04:00,132.68437715116124,133.26773932174638,128.77588621347985,129.77731323242188,151101000,0.0,0.0,0.8700124710211463,-0.05983801927458465
2021-04-30 00:00:00-04:00,128.124508335276,129.85513111982132,127.43421157592877,127.81339263916016,109839500,0.0,0.0,0.8036631483976686,-0.0504971211604156
2021-05-03 00:00:00-04:00,128.37728825955,130.35099100560777,128.17312183322954,128.86341857910156,75135100,0.0,0.0,0.8482358395706675,-0.060728097036977124
2021-05-04 00:00:00-04:00,127.55087456774729,127.8425557241814,123.18541899331925,124.30352020263672,137564700,0.0,0.0,0.7579620054221246,-0.020161101488880506
2021-05-05 00:00:00-04:00,125.61607050473611,126.83139629296987,124.42019408305968,124.54659271240234,84000900,0.0,0.0,0.735354235236664,-0.03395929975740253
2021-05-06 00:00:00-04:00,124.34240242288911,126.15080765787947,123.60348232032891,126.1410903930664,78128300,0.0,0.0,0.7396226474651493,-0.028026683900296168
2021-05-07 00:00:00-04:00,127.4364212136001,127.83571393366987,126.10215135348382,126.81311798095703,78973300,0.22,0.0,0.7309841564012931,-0.033100747103972705
2021-05-10 00:00:00-04:00,126.03394527871879,126.16054372317713,123.50176833952001,123.54072570800781,88071200,0.0,0.0,0.6471119927681699,-0.0008672410396517449
2021-05-11 00:00:00-04:00,120.27812799107281,122.97586087179818,119.5671689854115,122.62525939941406,126142800,0.0,0.0,0.6095793614773801,0.009689326112327645
2021-05-12 00:00:00-04:00,120.18075382257017,121.38840273799539,119.06075342898632,119.56718444824219,112172300,0.0,0.0,0.5875823844202084,0.027205235354210267
2021-05-13 00:00:00-04:00,121.32993755400423,122.85897882975532,121.01828606564597,121.70976257324219,105861300,0.0,0.0,0.6357813815065223,0.01904481373797684
2021-05-14 00:00:00-04:00,122.95637735686638,124.55359227820217,122.56681111085221,124.12506866455078,81918000,0.0,0.0,0.6580568108417593,0.023774194387092162
2021-05-17 00:00:00-04:00,123.51150748616402,123.61863839013512,121.90455135695586,122.9758529663086,74244600,0.0,0.0,0.6524752080396372,0.02668889179648648
2021-05-18 00:00:00-04:00,123.25829164809352,123.67707407576847,121.5247295992301,121.59290313720703,63342900,0.0,0.0,0.5962817053086344,0.042451148789719895
2021-05-19 00:00:00-04:00,119.94699632595916,121.66107596519278,119.65481977612977,121.43708038330078,92612000,0.0,0.0,0.6035021968693981,0.05694106571960389
2021-05-20 00:00:00-04:00,121.96300762442338,124.38804651528841,121.83639430422342,123.98873901367188,76857100,0.0,0.0,0.6059621428004627,0.024742835286348575
2021-05-21 00:00:00-04:00,124.48541706436308,124.66072150118845,121.94350644557427,122.15776824951172,79295400,0.0,0.0,0.5941313251038804,0.05477194682334785
2021-05-24 00:00:00-04:00,122.7226648496732,124.60231548530916,122.65449130041634,123.78422546386719,63092900,0.0,0.0,0.6050224994935043,0.0541301178466389
2021-05-25 00:00:00-04:00,124.48544437052729,124.97240785106588,123.02457621999051,123.58944702148438,72009500,0.0,0.0,0.6134257896681132,0.053585269714717665
2021-05-26 00:00:00-04:00,123.64785661375969,124.06663903705564,123.12194328471185,123.54072570800781,56575900,0.0,0.0,0.6057931692408081,0.051714812758565154
2021-05-27 00:00:00-04:00,123.1414373640431,124.3101288080937,121.81691643126096,122.0116958618164,94625600,0.0,0.0,0.5852213551411272,0.06250032437451059
2021-05-28 00:00:00-04:00,122.29413896553177,122.5181420121491,121.30075191834936,121.35918426513672,71311100,0.0,0.0,0.5782804444842209,0.08161451294607436
2021-06-01 00:00:00-04:00,121.81692100329542,122.07987398745031,120.7066618606694,121.03778839111328,67637100,0.0,0.0,0.5549777343853759,0.09695868144710262
2021-06-02 00:00:00-04:00,121.03777419532105,121.97272876206887,120.81377861108228,121.79742431640625,59278900,0.0,0.0,0.5575266204495277,0.09515459309285901
2021-06-03 00:00:00-04:00,121.4273366140028,121.59289985456873,119.91777018909227,120.31707763671875,76229200,0.0,0.0,0.530172691916104,0.11113822272387153
2021-06-04 00:00:00-04:00,120.83325448650514,122.86873431142617,120.61899267015994,122.60577392578125,75169300,0.0,0.0,0.572825026638379,0.11176424613433178
2021-06-07 00:00:00-04:00,122.878461975424,123.02455024570587,121.57342360305104,122.61550903320312,71057600,0.0,0.0,0.5293914336356755,0.12803852294688856
2021-06-08 00:00:00-04:00,123.29723905566723,125.1087231263275,122.91741402757391,123.43358612060547,74403800,0.0,0.0,0.530546144697353,0.14068193543765317
2021-06-09 00:00:00-04:00,123.89133026159469,124.41724357225148,123.2193286818069,123.81341552734375,56877900,0.0,0.0,0.48825943455489695,0.1267206179361804
2021-06-10 00:00:00-04:00,123.70629386140669,124.84577650141729,122.65447459192099,122.82003784179688,71186400,0.0,0.0,0.439289940659112,0.15066204637666614
2021-06-11 00:00:00-04:00,123.22909472039107,124.11535828283353,122.8103122273261,124.02770233154297,53522400,0.0,0.0,0.5267416662737872,0.13466792080661105
2021-06-14 00:00:00-04:00,124.48543994424124,127.1344745215217,123.75500589494463,127.07604217529297,96906500,0.0,0.0,0.5508760491807674,0.11618612532061046
2021-06-15 00:00:00-04:00,126.5501187512876,127.19290419262148,126.01446421684268,126.25794219970703,62746300,0.0,0.0,0.5220681697194092,0.15049361947795736
2021-06-16 00:00:00-04:00,126.96892342391395,127.47536190763753,125.10876249421726,126.7546615600586,91815000,0.0,0.0,0.488604603675066,0.14083729570752634
2021-06-17 00:00:00-04:00,126.41376207268152,129.09201968074376,126.26766637763058,128.35183715820312,96721700,0.0,0.0,0.5094624641338141,0.11078245379690532
2021-06-18 00:00:00-04:00,127.3000499717587,128.07916771937423,126.84231012163941,127.05657196044922,108953300,0.0,0.0,0.4936350662494111,0.09190509968469796
2021-06-21 00:00:00-04:00,126.90076263607253,128.95571797256497,125.83920190461266,128.8485870361328,79663300,0.0,0.0,0.5234073422198842,0.10468579635705888
2021-06-22 00:00:00-04:00,128.68295251941402,130.5820772861633,128.18624806146317,130.48468017578125,74783600,0.0,0.0,0.5034159137744056,0.08523694945555405
2021-06-23 00:00:00-04:00,130.28020184164183,130.81585637036997,129.75428108226635,130.21202087402344,60214200,0.0,0.0,0.46892093742617047,0.09798074077980212
2021-06-24 00:00:00-04:00,130.94247320751583,131.12751887622477,129.46212271856308,129.9296112060547,68711000,0.0,0.0,0.4920725399132835,0.11355964668275664
2021-06-25 00:00:00-04:00,129.97834167885713,130.39711683336412,129.3452897694589,129.63746643066406,70783700,0.0,0.0,0.46921324593831226,0.11929960271523243
2021-06-28 00:00:00-04:00,129.9296003283306,131.72159479819973,129.87116798746578,131.26385498046875,62111300,0.0,0.0,0.5348037045425775,0.08895963828223108
2021-06-29 00:00:00-04:00,131.28336827323525,132.92928227824171,130.84511075290547,132.77345275878906,64556100,0.0,0.0,0.5174819412495162,0.0634490310283089
2021-06-30 00:00:00-04:00,132.6176097807272,133.8252661428457,132.32543317658508,133.3870086669922,63261400,0.0,0.0,0.5118737502157558,0.06337578564964441
2021-07-01 00:00:00-04:00,133.03638455477136,133.74733615062,132.218287184251,133.68890380859375,52485800,0.0,0.0,0.518166888679511,0.06257718483591046
2021-07-02 00:00:00-04:00,134.30244482687868,136.3476657575281,134.15636398642496,136.3087158203125,78852600,0.0,0.0,0.5479173895621474,0.03972561458875323
2021-07-06 00:00:00-04:00,136.4158918425872,139.4155284039409,136.4158918425872,138.3150177001953,108181800,0.0,0.0,0.5297790147043102,0.03760006080789102
2021-07-07 00:00:00-04:00,139.7953189039971,141.11010601971827,138.93828646790567,140.7984619140625,104911600,0.0,0.0,0.5620933145512661,0.01646244086070925
2021-07-08 00:00:00-04:00,137.88643093809648,140.30172797997776,137.00016765595169,139.5031280517578,105575500,0.0,0.0,0.5124958444516741,0.026668811964197348
2021-07-09 00:00:00-04:00,139.02592340594762,141.8502619651795,138.92852627188464,141.32435607910156,99890800,0.0,0.0,0.5256809330509351,0.008606827611769674
2021-07-12 00:00:00-04:00,142.39565084398657,142.50278173643568,140.24329922685985,140.73025512695312,76299700,0.0,0.0,0.516614204795665,0.012517974285305877
2021-07-13 00:00:00-04:00,140.2725165312551,143.61304176059716,139.8829577523025,141.84051513671875,100827100,0.0,0.0,0.5356636482844783,0.0012234741804240112
2021-07-14 00:00:00-04:00,144.23636128185524,145.66801299296932,143.8273051980656,145.2589569091797,127050800,0.0,0.0,0.5470721318980307,-0.020593000340032086
2021-07-15 00:00:00-04:00,145.3466279214185,146.08679566961968,143.25270826705687,144.6064453125,106820300,0.0,0.0,0.52960354931407,0.004263723434429378
2021-07-16 00:00:00-04:00,144.58697348148013,145.85304711779946,142.0742788872529,142.5709686279297,93251400,0.0,0.0,0.526860090091555,0.020038355949158815
2021-07-19 00:00:00-04:00,139.99980705584846,140.31146593339338,137.97406893394609,138.7337188720703,121434600,0.0,0.0,0.4887731488588445,0.0624532215111373
2021-07-20 00:00:00-04:00,139.71739371398104,143.26243208036362,139.2304378127707,142.3372039794922,96350000,0.0,0.0,0.4959176308138591,0.029182766127395787
2021-07-21 00:00:00-04:00,141.7334095777614,142.31776271135624,140.85689473808662,141.60679626464844,74993500,0.0,0.0,0.5090691623276433,0.008110476089084218
2021-07-22 00:00:00-04:00,142.13272618480354,144.33376205602218,142.00611286355945,142.9702911376953,77338200,0.0,0.0,0.5193315571018531,0.0008158211238544766
2021-07-23 00:00:00-04:00,143.700726126391,144.8402014430063,143.0871567787064,144.6843719482422,71447400,0.0,0.0,0.6108679330162066,-0.0009960941928605083
2021-07-26 00:00:00-04:00,144.40194679352788,145.92124724515625,143.84680978043045,145.10316467285156,72434100,0.0,0.0,0.6195422831751369,0.006337990474979627
2021-07-27 00:00:00-04:00,145.22972386851797,145.31738722526956,141.75286644595897,142.9410400390625,104818600,0.0,0.0,0.5584744166732658,0.020945722061909144
2021-07-28 00:00:00-04:00,141.03223637655762,143.13589049011824,138.8214513166382,141.1977996826172,118931200,0.0,0.0,0.5651798634162843,0.024846601932514645
2021-07-29 00:00:00-04:00,140.91530189117023,142.72677844865797,140.80817099785102,141.84051513671875,56699500,0.0,0.0,0.5427323958434986,0.014563678103545197
2021-07-30 00:00:00-04:00,140.61339371614585,142.51251879825827,140.35043336301797,142.05477905273438,70440600,0.0,0.0,0.5265908331763238,0.020311606107263236
2021-08-02 00:00:00-04:00,142.5417457565108,143.11635020883497,141.4607029570404,141.72366333007812,62880000,0.0,0.0,0.37869876722417506,0.053802959990749466
2021-08-03 00:00:00-04:00,142.00610422671278,144.17792379335657,141.3925349204239,143.5156707763672,64786600,0.0,0.0,0.36181681697225976,0.03187760533980155
2021-08-04 00:00:00-04:00,143.4280072023747,143.93443068193204,142.46382908813206,143.11634826660156,56368300,0.0,0.0,0.3490186890247169,0.03939100610463098
2021-08-05 00:00:00-04:00,143.14559599106772,143.98316098970645,142.35672956946877,143.2235107421875,46397700,0.0,0.0,0.3451529945047662,0.046376653793999356
2021-08-06 00:00:00-04:00,142.74554489782116,143.4868214640887,142.04327662115523,142.54071044921875,54126800,0.22,0.0,0.2936073360030682,0.05583710537054465
2021-08-09 00:00:00-04:00,142.59920422228612,143.0868896094232,141.9359592396086,142.49191284179688,48908700,0.0,0.0,0.3232497302197841,0.0725584284161549
2021-08-10 00:00:00-04:00,142.83336158468475,144.0720871817776,141.7214390067462,142.01405334472656,69023100,0.0,0.0,0.2999177759878229,0.0653160894562208
2021-08-11 00:00:00-04:00,142.45296206335397,143.10645895995768,141.94576488875748,142.26763916015625,48493500,0.0,0.0,0.34215468780567226,0.05628684983094612
2021-08-12 00:00:00-04:00,142.58950812317931,145.37907015513477,142.24812227389452,145.22300720214844,72282600,0.0,0.0,0.3259681093394078,0.00053744036539638
2021-08-13 00:00:00-04:00,145.30105342277125,145.75947909182239,144.61829653790267,145.4278564453125,59375000,0.0,0.0,0.30474745088010735,0.0030180174508642743
2021-08-16 00:00:00-04:00,144.88162714158625,147.46636967362969,142.86261655746753,147.39808654785156,103296000,0.0,0.0,0.32360353995687685,-0.01985169382521379
2021-08-17 00:00:00-04:00,146.53000561245062,147.94429082183916,145.4180830822368,146.49099731445312,92229700,0.0,0.0,0.3189015393151926,-0.007723713323793513
2021-08-18 00:00:00-04:00,146.1105732952071,147.00791279558547,142.55046034897777,142.7552947998047,86326000,0.0,0.0,0.2746465181669886,0.01660308450191006
2021-08-19 00:00:00-04:00,141.45806146213795,144.35491465635323,140.9411159989395,143.08692932128906,86960300,0.0,0.0,0.2760068510215776,-0.004362642091124913
2021-08-20 00:00:00-04:00,143.80872432514332,144.84261535990314,143.16497579607238,144.54025268554688,60549600,0.0,0.0,0.2609862675939858,-0.03542726962741971
2021-08-23 00:00:00-04:00,144.65729855503196,146.4910011515847,144.24764444190524,146.0228271484375,60131800,0.0,0.0,0.21148921582081348,-0.041948004504192005
2021-08-24 00:00:00-04:00,145.76923200651873,147.14450905669656,145.47661765156835,145.93504333496094,48606400,0.0,0.0,0.1964508290745839,-0.02519720045976581
2021-08-25 00:00:00-04:00,146.120370599229,146.61781948232644,144.15987966385998,144.70608520507812,58991300,0.0,0.0,0.19618860219631218,-0.010312799402918182
2021-08-26 00:00:00-04:00,144.6962977745989,145.44732274946605,143.8769748010463,143.90623474121094,48597200,0.0,0.0,0.17361671747941876,-0.004202082082366498
2021-08-27 00:00:00-04:00,143.847714105832,145.08643947056316,143.21372889495123,144.9401397705078,55802400,0.0,0.0,0.19635044232473287,-0.02173622617685167
2021-08-30 00:00:00-04:00,145.33029180641267,149.70971334019745,144.9498976782118,149.34881591796875,90956700,0.0,0.0,0.23474022164893182,-0.07321048284565446
2021-08-31 00:00:00-04:00,148.90016654739884,149.03671791602926,147.5638979226051,148.09060668945312,86453100,0.0,0.0,0.18417988791779183,-0.059276891534966736
2021-09-01 00:00:00-04:00,149.06597111930256,151.1630130890743,148.58803390921838,148.75384521484375,80313700,0.0,0.0,0.14391796513353894,-0.07219164502624542
2021-09-02 00:00:00-04:00,150.0803207109557,150.90939195726816,148.6465242486851,149.86573791503906,71115500,0.0,0.0,0.17685075747118506,-0.07159128129925052
2021-09-03 00:00:00-04:00,149.97306236375573,150.82164538297303,149.3195654805312,150.49977111816406,57808700,0.0,0.0,0.28468256992964647,-0.09825022485203261
2021-09-07 00:00:00-04:00,151.15326259436534,153.38685589495006,150.58754556278473,152.83090209960938,82278300,0.0,0.0,0.30371863888217265,-0.09943204452588805
2021-09-08 00:00:00-04:00,153.11379568242873,153.17231558418686,150.18768153063237,151.28985595703125,74420200,0.0,0.0,0.3836880136837426,-0.08452090241264387
2021-09-09 00:00:00-04:00,151.66046161317462,152.26518694823613,150.15838174591684,150.2754364013672,57305700,0.0,0.0,0.3216925129507655,-0.06996816047518539
2021-09-10 00:00:00-04:00,151.18254333907822,151.65071737057013,145.03770150418336,145.30105590820312,140893200,0.0,0.0,0.3210695996114945,-0.04074665658522758
